FOOD,01/07/2013,2.01,2.02,1.99,1.99,1607000,-1019980
DNL,01/07/2013,4.38,4.45,4.38,4.42,13950000,-7212170
GSMI,01/07/2013,16.54,16.54,16.54,16.54,2000,0
JFC,01/07/2013,107.5,107.5,106.7,107,719780,7100837
LFM,01/07/2013,48,49,48,49,2600,0
LTG,01/07/2013,13.38,13.38,13.3,13.3,277000,0
PCKH,01/07/2013,7.7,7.7,7.6,7.6,18000,0
PIP,01/07/2013,6.7,6.75,6.63,6.64,768300,-66900
PF,01/07/2013,242.2,242.2,240.2,242.2,2270,268830
RFM,01/07/2013,4.93,5.05,4.9,5.02,2078000,4802010
ROX,01/07/2013,2.95,3,2.92,3,34000,12000
SMC,01/07/2013,105.4,109.2,105.4,108.7,1396210,47893246
SFI,01/07/2013,0.15,0.152,0.14,0.145,6120000,-1510
URC,01/07/2013,87.5,87.55,86.4,86.4,968010,-6661183
VMC,01/07/2013,1.51,1.54,1.44,1.46,8419000,-314150
VITA,01/07/2013,1.04,1.04,0.98,1.02,830000,-106100
ABG,01/07/2013,19.4,19.4,19,19.36,3700,0
EEI,01/07/2013,10.26,10.4,10.26,10.3,962600,-1009828
FED,01/07/2013,12.38,12.38,10.9,11,5600,2200
HLCM,01/07/2013,12.9,13.1,12.8,13.1,262600,-395770
LRI,01/07/2013,11,11.4,11,11.4,1550000,-62700
MMI,01/07/2013,7.4,7.4,6.32,6.32,1060600,1115
MWIDE,01/07/2013,18.72,18.72,18.68,18.68,14300,119728
PHN,01/07/2013,11,11,11,11,4500,0
T,01/07/2013,1.69,1.69,1.66,1.69,147000,0
VUL,01/07/2013,1.48,1.53,1.48,1.52,1294000,-76000
COAT,01/07/2013,2.9,2.95,2.89,2.95,52000,72700
EURO,01/07/2013,2.31,2.32,2.22,2.22,286000,27220
LMG,01/07/2013,2.8,2.8,2.03,2.07,7651000,43700
MIH,01/07/2013,16.9,17.6,14.8,15.88,190800,0
MIHB,01/07/2013,17,17.9,15,15.2,91100,-5100
CHIPS,01/07/2013,27,27.7,25.15,27.45,103500,-43935
GREEN,01/07/2013,0.021,0.022,0.021,0.021,358600000,-2625000
IMI,01/07/2013,4,4,3.93,3.93,9000,-11980
ION,01/07/2013,0.64,0.66,0.64,0.65,365000,-65000
SPH,01/07/2013,1.75,1.75,1.75,1.75,35000,0
^HOLDING,01/07/2013,5321.22,5385.56,5321.22,5383.36,1757795,535566
ABA,01/07/2013,0.69,0.69,0.68,0.69,3601000,0
AEV,01/07/2013,54.4,54.4,53.75,54,3060450,111578600
APM,01/07/2013,0.14,0.143,0.14,0.141,71640000,0
AGI,01/07/2013,16.96,17.5,16.96,17.26,13246200,37060036
APO,01/07/2013,2.23,2.23,2.19,2.23,360000,0
ANS,01/07/2013,5.48,5.49,5.47,5.49,52000,13725
AAA,01/07/2013,5.35,5.35,5.01,5.1,11700,0
ATN,01/07/2013,0.97,0.99,0.97,0.99,265000,0
ATNB,01/07/2013,0.95,1.04,0.95,1.03,56000,0
AC,01/07/2013,545,552.5,544.5,550,532440,92557680
DMC,01/07/2013,55.95,56,55,55.9,2281550,27708105
FJP,01/07/2013,2.95,2.95,2.95,2.95,20000,0
FDC,01/07/2013,4.79,4.91,4.79,4.81,497000,-97400
GTCAP,01/07/2013,678,694,678,680,264330,139084575
HI,01/07/2013,6.4,6.5,6.38,6.5,255600,0
JGS,01/07/2013,40.7,40.7,39.8,40.4,1519100,16463710
JOH,01/07/2013,7.5,7.5,7.3,7.3,1200,0
KPH,01/07/2013,4.5,4.5,4.5,4.5,7000,0
LIHC,01/07/2013,1.01,1.01,0.98,0.98,101000,0
LPZ,01/07/2013,6.54,6.78,6.54,6.69,11394500,9738516
MHC,01/07/2013,0.4,0.4,0.4,0.4,480000,0
MARC,01/07/2013,1.88,1.9,1.88,1.88,247000,0
MPI,01/07/2013,4.91,5.06,4.9,5.06,47081000,49543100
MIC,01/07/2013,6.01,6.17,6,6,159100,79720
PA,01/07/2013,0.05,0.052,0.05,0.052,7820000,0
PRIM,01/07/2013,1.31,1.33,1.31,1.33,24000,0
POPI,01/07/2013,0.55,0.56,0.55,0.56,1492000,0
SPM,01/07/2013,1.93,1.93,1.7,1.93,4000,0
SINO,01/07/2013,0.315,0.315,0.315,0.315,1200000,0
SM,01/07/2013,915,924,914,923,349050,51449435
SGI,01/07/2013,2.07,2.14,2.07,2.07,2064000,236430
SOC,01/07/2013,1.1,1.1,1.05,1.05,115000,0
WIN,01/07/2013,0.3,0.31,0.295,0.305,3100000,150000
ZHI,01/07/2013,0.385,0.385,0.37,0.375,1970000,0
^PROPERTY,01/07/2013,2350.76,2389.88,2350.76,2384.83,1938891,379176
BRN,01/07/2013,3.14,3.15,3.09,3.11,225000,0
ALCO,01/07/2013,0.185,0.192,0.185,0.192,210000,0
ALHI,01/07/2013,17.9,17.9,16.8,16.8,600,8950
ARA,01/07/2013,0.83,0.83,0.8,0.8,1459000,334890
ALI,01/07/2013,26.6,26.8,26.55,26.6,5724300,7717700
BEL,01/07/2013,4.88,5.01,4.88,5.01,10867000,12419650
CHI,01/07/2013,4.15,4.17,4.15,4.17,9000,0
CPV,01/07/2013,5.1,5.1,5.1,5.1,22400,0
CPG,01/07/2013,1.57,1.68,1.57,1.67,35192000,3957480
LAND,01/07/2013,2.4,2.5,2.38,2.5,94000,0
CDC,01/07/2013,1.13,1.18,1.13,1.18,38000,0
CEI,01/07/2013,0.074,0.074,0.074,0.074,10000,0
CYBR,01/07/2013,0.79,0.8,0.78,0.79,2491000,39970
ELI,01/07/2013,1.08,1.1,1.08,1.09,53037000,17089060
EVER,01/07/2013,0.4,0.4,0.385,0.385,5720000,-377450
FLI,01/07/2013,1.55,1.62,1.55,1.6,89969000,-32397720
GERI,01/07/2013,1.97,2.05,1.97,1.99,15237000,-9740050
HP,01/07/2013,2,2,2,2,32000,0
IRC,01/07/2013,1.23,1.23,1.2,1.2,653000,0
KEP,01/07/2013,2.3,2.3,2.3,2.3,20000,0
MEG,01/07/2013,3.07,3.33,3.07,3.33,196719000,284399500
MRC,01/07/2013,0.149,0.15,0.145,0.145,7260000,128300
PHES,01/07/2013,0.65,0.66,0.64,0.65,10292000,0
PRMX,01/07/2013,2.8,2.8,2.7,2.7,20000,0
RLC,01/07/2013,21.65,21.9,21.65,21.7,4226900,-5727335
ROCK,01/07/2013,2.6,2.87,2.6,2.85,1777000,147610
SHNG,01/07/2013,3.1,3.15,3.1,3.15,169000,0
SMDC,01/07/2013,6.03,6.08,5.99,6.06,6391400,26008579
SMPH,01/07/2013,16.76,17.04,16.76,16.92,25393100,55502516
SLI,01/07/2013,0.68,0.7,0.68,0.68,70000,0
STR,01/07/2013,3.95,3.98,3.95,3.98,28000,0
SUN,01/07/2013,0.55,0.58,0.55,0.57,250000,0
VLL,01/07/2013,4.85,4.89,4.84,4.85,44007000,19664870
^SERVICE,01/07/2013,1779.7,1801.4,1779.7,1791.7,1166507,-6307
ABS,01/07/2013,38,38,37.7,38,155500,0
GMA7,01/07/2013,9.58,9.6,9.5,9.58,397200,0
MB,01/07/2013,0.78,0.78,0.72,0.78,70000,0
GLO,01/07/2013,1078,1082,1074,1078,193055,-53258615
LIB,01/07/2013,2.43,2.48,2.35,2.35,132000,-118100
TEL,01/07/2013,2650,2686,2642,2662,173085,94687140
DFNN,01/07/2013,4.68,4.68,4.63,4.64,110000,0
CLOUD,01/07/2013,3.52,3.6,3.52,3.6,55000,0
IP,01/07/2013,0.68,0.68,0.65,0.66,2415000,0
IS,01/07/2013,0.06,0.06,0.053,0.053,15750000,0
ISM,01/07/2013,2.31,2.31,2.3,2.3,120000,0
WEB,01/07/2013,13,13.02,12.9,13.02,1220100,2256174
TSI,01/07/2013,9.98,10.7,9.73,9.99,925200,49908
YEHEY,01/07/2013,1.27,1.3,1.26,1.26,90000,0
2GO,01/07/2013,1.78,1.8,1.75,1.79,62000,-35800
ATI,01/07/2013,9.7,9.7,9.64,9.64,3000,0
CEB,01/07/2013,62,62.2,61.5,61.95,103720,2214120
ICT,01/07/2013,74.9,76.2,74.9,75.95,663050,17331772
ACE,01/07/2013,1.29,1.34,1.28,1.34,295000,0
BHI,01/07/2013,0.135,0.142,0.135,0.138,81420000,-127000
WPI,01/07/2013,0.4,0.41,0.4,0.41,270000,0
CEU,01/07/2013,10.74,11.92,10.74,11.92,5300,0
FEU,01/07/2013,1070,1070,1070,1070,15,0
IPO,01/07/2013,9,9.5,9,9.5,1200,-940
BLOOM,01/07/2013,13.8,13.9,13.68,13.7,6792900,-23670520
EG,01/07/2013,0.026,0.029,0.026,0.027,436100000,420000
LR,01/07/2013,8.15,8.26,8.15,8.25,598100,-81790
MJC,01/07/2013,2.88,2.9,2.79,2.79,319000,0
LOTO,01/07/2013,14.04,14.1,14,14,121500,0
PRC,01/07/2013,9.55,12,9.55,12,955400,739600
PHA,01/07/2013,0.355,0.36,0.35,0.35,2860000,0
SEVN,01/07/2013,91,94,90,90,6760,7740
CAL,01/07/2013,3.83,3.91,3.83,3.84,494000,11520
PGOLD,01/07/2013,32.3,33.5,32.3,33.2,3673700,-47068150
APC,01/07/2013,0.82,0.83,0.82,0.82,3928000,106090
ECP,01/07/2013,2.6,2.8,2.6,2.8,22000,0
ICTV,01/07/2013,0.4,0.41,0.4,0.405,380000,0
PAX,01/07/2013,2.93,2.96,2.93,2.93,288000,87900
STI,01/07/2013,1.03,1.04,1.02,1.03,13289000,141260
^MINING-OIL,01/07/2013,20159.06,20403.52,20133.38,20396.43,586646,21831
AR,01/07/2013,0.0056,0.0057,0.0056,0.0057,11000000,0
APX,01/07/2013,4.6,4.6,4.6,4.6,6000,0
APXB,01/07/2013,4.8,4.8,4.8,4.8,741000,0
AT,01/07/2013,19.5,19.78,19.4,19.6,1406400,1614300
AB,01/07/2013,19.6,20.9,19.6,20.9,2800,0
BC,01/07/2013,19,19,19,19,7800,0
BCB,01/07/2013,18.5,18.5,18.5,18.5,50900,-941650
CPM,01/07/2013,0.89,1.04,0.89,1.03,1337000,507320
COAL,01/07/2013,1.02,1.03,1.02,1.02,8076000,0
DIZ,01/07/2013,15.56,15.6,14.9,15.44,39300,-27432
GEO,01/07/2013,0.52,0.53,0.51,0.52,1071000,0
LC,01/07/2013,1.06,1.1,1.05,1.08,50620000,0
LCB,01/07/2013,1.17,1.18,1.15,1.18,9232000,273850
MA,01/07/2013,0.061,0.062,0.061,0.061,300950000,0
MAB,01/07/2013,0.063,0.064,0.063,0.063,182470000,0
NIKL,01/07/2013,16.6,17.08,16.5,17.04,1117400,-5332730
NI,01/07/2013,5.14,5.14,5,5.04,112900,0
OM,01/07/2013,0.57,0.57,0.57,0.57,60000,0
ORE,01/07/2013,3.35,3.4,3.35,3.37,655000,0
PX,01/07/2013,15.6,15.98,15.6,15.9,11376000,9036262
SCC,01/07/2013,238.2,241.8,238.2,240.4,774450,13442148
UPM,01/07/2013,0.018,0.018,0.017,0.018,35100000,0
BSC,01/07/2013,0.29,0.295,0.285,0.285,10870000,204000
OPM,01/07/2013,0.02,0.021,0.02,0.02,50700000,0
OPMB,01/07/2013,0.021,0.021,0.021,0.021,100000,0
PERC,01/07/2013,6.2,6.2,6.2,6.2,20000,0
PXP,01/07/2013,30.05,30.5,30,30.5,611000,3135000
OV,01/07/2013,0.042,0.043,0.041,0.041,866800000,-79900
^PSEi,01/07/2013,5972.81,6044.91,5972.81,6044.91,8511541,1724629
^ALLSHARES,01/07/2013,3778.95,3811.71,3778.95,3811.71,0,0
ACPA,01/07/2013,526,526,525,525,1510,0
FGENG,01/07/2013,101.7,101.7,101.5,101.5,2800,0
FPHP,01/07/2013,101,103,101,102.9,26220,0
PPREF,01/07/2013,108.2,108.4,108.1,108.1,10350,0
SMC2A,01/07/2013,74.9,75,74.75,74.75,43880,-44350
SMC2C,01/07/2013,75,75,74.8,74.8,26960,745460
PFP,01/07/2013,1016,1016,1015,1015,4240,0
ABSP,01/07/2013,38.45,38.45,38,38.35,263000,-1132540
GMAP,01/07/2013,9.55,9.64,9.55,9.6,8314800,28203724
MEGW1,01/07/2013,1.96,2.28,1.96,2.25,3053000,6720
MEGW2,01/07/2013,2.2,2.2,2.2,2.2,80000,0
RPL,01/07/2013,8,9.5,8,9.5,700,0
MFIN,01/07/2013,2.5,2.5,2.25,2.25,10000,0
