EMP,10/30/2014,10.58,10.6,10.56,10.58,6748500,-14790324
FOOD,10/30/2014,1.23,1.24,1.23,1.23,173000,0
JFC,10/30/2014,192,194,190.5,194,471830,54203369
MAXS,10/30/2014,22.6,22.6,21.5,22.05,40000,32750
PF,10/30/2014,226,230,226,230,102580,4097632
PIP,10/30/2014,4.79,4.8,4.6,4.63,1437000,-1973230
RFM,10/30/2014,5.07,5.1,5.07,5.07,187600,627159
ROX,10/30/2014,6.88,6.9,6.88,6.9,3000,0
SFI,10/30/2014,0.17,0.255,0.17,0.255,565990000,-1412530
URC,10/30/2014,184,185.5,182.4,183.5,923710,8080571
VITA,10/30/2014,1.07,1.09,1.05,1.08,6578000,187300
VMC,10/30/2014,4.9,4.9,4.8,4.8,42000,-53900
ABG,10/30/2014,9.4,9.4,9.25,9.25,200,0
CA,10/30/2014,70,74,70,74,420,0
CMT,10/30/2014,2.19,2.2,2.13,2.18,3592000,116120
DAVIN,10/30/2014,2.06,2.12,2.01,2.01,864000,0
EEI,10/30/2014,11.26,11.26,11.18,11.2,47900,-60448
FED,10/30/2014,13.5,14.38,13.5,14,6500,0
HLCM,10/30/2014,14.18,14.18,14.16,14.18,209100,-270838
LRI,10/30/2014,9.51,9.51,9.4,9.45,719600,0
MWIDE,10/30/2014,8.7,8.89,8.66,8.89,10600,41783
PHN,10/30/2014,10.3,10.3,10.3,10.3,3000,0
T,10/30/2014,1.74,1.77,1.73,1.77,33000,0
VUL,10/30/2014,1.52,1.53,1.5,1.5,623000,0
EURO,10/30/2014,1.62,1.91,1.62,1.91,24000,0
LMG,10/30/2014,2.89,3.1,2.8,3.1,76000,0
CHIPS,10/30/2014,13.26,13.28,13.26,13.28,400,0
CIC,10/30/2014,40,40.25,39.5,40,92000,3387700
GREEN,10/30/2014,0.79,0.82,0.6,0.69,7123000,-12600
IMI,10/30/2014,8.84,8.84,8.62,8.7,545400,264090
ION,10/30/2014,0.62,0.69,0.61,0.64,1547000,61000
PMPC,10/30/2014,4.25,4.25,4.09,4.23,47000,0
SPH,10/30/2014,2.43,2.64,2.43,2.51,1399000,7390
^HOLDING,10/30/2014,6145.02,6275.42,6145.02,6275.42,2013419,142880
ABA,10/30/2014,0.5,0.51,0.5,0.51,1258000,-150000
AC,10/30/2014,672.5,686,670,680,179100,-21060580
AEV,10/30/2014,50.8,52.5,50.8,52.5,1304320,54019370
AGI,10/30/2014,24.85,24.85,24.5,24.5,8884700,-50284535
ANS,10/30/2014,7.1,7.1,7.04,7.04,21800,85184
ATN,10/30/2014,2.67,2.71,2.64,2.7,119000,0
COSCO,10/30/2014,7.51,7.63,7.48,7.51,1316000,-1566596
DMC,10/30/2014,15.42,15.9,15.34,15.9,6449900,18717966
FDC,10/30/2014,4.51,4.6,4.51,4.54,49000,-18160
FPI,10/30/2014,0.57,0.66,0.49,0.52,126078000,-62470
GTCAP,10/30/2014,1008,1025,1008,1010,233680,-103517660
HI,10/30/2014,6.06,6.15,6.05,6.15,20000,0
JGS,10/30/2014,58.95,63.8,58.95,63.8,4358070,203714727
KPHB,10/30/2014,4.32,4.32,4.3,4.3,4100,0
LIHC,10/30/2014,0.64,0.64,0.63,0.64,42000,9600
LPZ,10/30/2014,6.62,6.65,6.58,6.64,4901300,4007332
LTG,10/30/2014,14.22,14.38,14.2,14.28,1380800,-5482616
MHC,10/30/2014,0.67,0.67,0.67,0.67,2000,0
MIC,10/30/2014,5.93,6.23,5.9,6,891100,-35022
MPI,10/30/2014,4.93,5.01,4.88,4.99,12725000,48033960
PA,10/30/2014,0.047,0.048,0.047,0.048,14700000,75200
PLC,10/30/2014,1.94,1.95,1.88,1.93,72646000,-10620790
POPI,10/30/2014,0.74,0.74,0.73,0.73,107000,0
PRIM,10/30/2014,1.61,1.61,1.61,1.61,5000,0
REG,10/30/2014,2.84,2.87,2.84,2.87,34000,0
SGI,10/30/2014,1.34,1.44,1.34,1.39,964000,-95320
SM,10/30/2014,776,785.5,773,785,307950,6763710
SMC,10/30/2014,73.75,73.75,72,72.6,128750,-573045
SOC,10/30/2014,1,1,1,1,28000,0
TFHI,10/30/2014,110,113.5,110,113.5,25560,400450
UNI,10/30/2014,0.57,0.7,0.5,0.56,393080000,96400
WIN,10/30/2014,0.415,0.42,0.375,0.38,66750000,131050
ZHI,10/30/2014,0.38,0.42,0.38,0.415,21930000,292500
^PROPERTY,10/30/2014,2741.46,2790.48,2735.2,2790.48,1092924,-38460
ALI,10/30/2014,32.65,33.2,32.5,33.2,12315900,-17087165
ARA,10/30/2014,1.63,1.72,1.59,1.72,130000,0
BEL,10/30/2014,5.12,5.21,5.12,5.17,1093000,-138891
BRN,10/30/2014,1.16,1.18,1.12,1.17,468000,-121410
CDC,10/30/2014,1.01,1.06,1.01,1.04,47000,0
CEI,10/30/2014,0.165,0.165,0.16,0.16,19950000,-81500
CHI,10/30/2014,5.18,5.18,5.18,5.18,5300,0
CPG,10/30/2014,1.08,1.08,1.07,1.07,2674000,1566500
CYBR,10/30/2014,0.56,0.59,0.5,0.54,82311000,-27946860
ELI,10/30/2014,0.89,0.89,0.87,0.88,316000,266640
EVER,10/30/2014,0.238,0.27,0.23,0.255,14930000,0
FLI,10/30/2014,1.54,1.54,1.51,1.53,12208000,1762590
GERI,10/30/2014,1.89,1.89,1.8,1.83,26277000,4354430
HOUSE,10/30/2014,6.85,6.9,6.74,6.9,1161900,-78305
IRC,10/30/2014,1.5,1.53,1.5,1.53,2294000,-76000
MEG,10/30/2014,4.74,4.9,4.7,4.88,33343000,-5536820
MRC,10/30/2014,0.153,0.155,0.151,0.154,32620000,0
PHES,10/30/2014,0.425,0.435,0.405,0.43,9700000,0
RLC,10/30/2014,24.3,24.5,23.8,24.2,1947700,-15812770
ROCK,10/30/2014,1.74,1.74,1.7,1.7,218000,172000
SHNG,10/30/2014,3.31,3.37,3.2,3.21,425000,-965960
SLI,10/30/2014,0.86,0.87,0.82,0.82,3838000,0
SMPH,10/30/2014,17.12,17.7,17.1,17.66,9642200,-2637428
STR,10/30/2014,6.53,6.67,6.44,6.67,1458000,0
SUN,10/30/2014,1.22,1.25,1.22,1.22,1007000,0
VLL,10/30/2014,5.98,6.03,5.98,6,24790700,23900589
^SERVICE,10/30/2014,2184.63,2184.63,2165.07,2177.22,1944861,-266240
ABS,10/30/2014,44.4,45.2,43.3,45.2,244800,0
GMA7,10/30/2014,7.4,7.49,7.4,7.4,38600,0
MB,10/30/2014,0.8,0.8,0.7,0.7,5904000,0
GLO,10/30/2014,1670,1695,1667,1693,70220,43947470
LIB,10/30/2014,2.39,2.49,2.39,2.45,98000,0
TEL,10/30/2014,3158,3158,3102,3116,235925,-308258910
DFNN,10/30/2014,6.95,6.95,6.85,6.85,18900,0
IS,10/30/2014,0.7,0.71,0.65,0.67,120576000,444400
ISM,10/30/2014,1.61,1.61,1.57,1.57,217000,6280
JAS,10/30/2014,3.95,4.05,3.95,4.05,6000,0
MG,10/30/2014,0.395,0.43,0.395,0.43,2670000,21500
WEB,10/30/2014,5.29,5.29,5.27,5.29,43600,0
YEHEY,10/30/2014,1.22,1.22,1.19,1.19,24000,0
2GO,10/30/2014,2.09,2.24,2.09,2.24,31000,0
ATI,10/30/2014,11.48,11.5,11.48,11.5,257700,0
CEB,10/30/2014,71.8,72.75,71.8,72.4,688130,-22091070
ICT,10/30/2014,113.9,114.4,113.6,114.4,824970,43504585
MAC,10/30/2014,2.3,2.4,2.25,2.4,108000,0
PAL,10/30/2014,4.17,4.3,4.15,4.15,411000,0
TUGS,10/30/2014,1.48,1.48,1.46,1.48,349000,0
ACE,10/30/2014,1.23,1.33,1.23,1.26,226000,0
BHI,10/30/2014,0.082,0.086,0.082,0.083,54100000,256400
DWC,10/30/2014,1.72,1.8,1.72,1.8,40000,0
WPI,10/30/2014,0.425,0.49,0.425,0.455,40030000,29700
STI,10/30/2014,0.78,0.78,0.77,0.78,2152000,-1110720
BLOOM,10/30/2014,15.1,15.28,15.1,15.1,13384600,6102040
EG,10/30/2014,0.015,0.017,0.015,0.016,962500000,-131700
LOTO,10/30/2014,15.6,15.6,15.6,15.6,900,0
LR,10/30/2014,9.63,9.69,9.46,9.6,2828500,5257677
MCP,10/30/2014,14.06,14.54,14.06,14.48,15392800,56325492
PHA,10/30/2014,0.69,0.71,0.65,0.65,48818000,-3900
RWM,10/30/2014,9.25,9.25,9,9.14,908800,3855351
CAL,10/30/2014,3.26,3.33,3.24,3.24,93000,29530
PGOLD,10/30/2014,33.6,34,33.2,33.9,3077500,-55435735
RRHI,10/30/2014,64,64.2,63.9,63.95,1741660,-38045408
SEVN,10/30/2014,91.1,91.1,91.1,91.1,20,0
APC,10/30/2014,0.84,0.84,0.82,0.83,3695000,-821600
ECP,10/30/2014,3.5,3.5,3.22,3.22,12000,0
NOW,10/30/2014,0.6,0.65,0.59,0.6,2698000,-121580
^MINING-OIL,10/30/2014,15684.38,15750.79,15604.54,15624.19,410583,-17708
APX,10/30/2014,3.5,3.5,3.5,3.5,100000,0
AR,10/30/2014,0.0088,0.0095,0.0086,0.0095,9183000000,-197000
AT,10/30/2014,12.02,12.1,11.98,12,539500,-167980
BC,10/30/2014,8.51,8.8,8.51,8.8,2100,0
COAL,10/30/2014,1.02,1.03,1,1.02,2984000,1060
CPM,10/30/2014,0.91,0.94,0.9,0.9,205000,0
DIZ,10/30/2014,7.3,7.37,7,7.29,32300,0
GEO,10/30/2014,0.41,0.42,0.395,0.41,2070000,709250
LC,10/30/2014,0.325,0.33,0.32,0.325,6820000,0
LCB,10/30/2014,0.325,0.33,0.325,0.33,600000,0
MA,10/30/2014,0.016,0.016,0.016,0.016,17900000,0
MAB,10/30/2014,0.017,0.017,0.017,0.017,1500000,0
MARC,10/30/2014,5.91,6.1,5.91,6.07,2269800,-940867
NI,10/30/2014,2.56,2.58,2.5,2.56,67000,0
NIKL,10/30/2014,40.95,42,40.9,41.4,3524900,19727980
OM,10/30/2014,0.68,0.71,0.68,0.68,2280000,0
ORE,10/30/2014,2,2.02,2,2.02,542000,0
PX,10/30/2014,9.12,9.2,9,9.1,795500,-1880858
SCC,10/30/2014,121.6,121.9,119.9,120,1111570,-35159106
UPM,10/30/2014,0.013,0.013,0.012,0.013,17400000,195000
BSC,10/30/2014,0.285,0.31,0.285,0.305,10160000,-12200
OPM,10/30/2014,0.015,0.015,0.015,0.015,17000000,0
OV,10/30/2014,0.027,0.028,0.026,0.027,100900000,16200
PERC,10/30/2014,6.89,6.89,6.45,6.45,10500,0
PXP,10/30/2014,6.54,6.7,6.35,6.53,238800,0
TAPET,10/30/2014,4.7,5,4.7,4.78,240000,0
^PSEi,10/30/2014,7096.51,7170.99,7083.96,7170.99,7619655,-105875
^ALLSHARES,10/30/2014,4190.66,4225.46,4186.63,4225.46,0,0
FMETF,10/30/2014,114.9,115.6,114.5,115.6,2940,0
ABSP,10/30/2014,45,45.95,45,45.5,283200,7848160
ACPB,10/30/2014,495,495,490,490,7130,0
GLOPP,10/30/2014,494,494,494,494,10,0
GMAP,10/30/2014,6.4,6.4,6.4,6.4,5000,-32000
LRP,10/30/2014,1.03,1.03,1.03,1.03,85000,0
PFP,10/30/2014,1035,1035,1035,1035,1600,0
PPREF,10/30/2014,102.3,102.3,102,102,4320,0
SFIP,10/30/2014,2,2,2,2,103000,0
SMC2A,10/30/2014,76,76.2,75.7,76.2,22200,0
SMC2B,10/30/2014,78,78,78,78,9930,0
SMC2C,10/30/2014,78,78,77.8,77.8,25310,0
LRW,10/30/2014,3.36,3.44,3.26,3.26,2165000,-30500
MEGW1,10/30/2014,3.65,3.7,3.65,3.7,7000,0
MEGW2,10/30/2014,3.8,3.8,3.8,3.8,1000,0
DD,10/30/2014,7.55,7.55,7.47,7.52,640900,577440
RPL,10/30/2014,34,34,34,34,300,0
